territorio,ano,faixa_renda,categoria,valor_reais
Amapá,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,844.81
Amapá,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,280.46
Amapá,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,101.53
Amapá,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,101.25
Amapá,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,62.68
Amapá,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,29.1
Amapá,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,931.67
Amapá,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1159.18
Amapá,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,532.56
Amapá,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,149.24
Amapá,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,175.22
Amapá,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,96.17
Amapá,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,48.76
Amapá,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,1207.28
Amapá,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1710.55
Amapá,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,588.37
Amapá,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,231.2
Amapá,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,124.25
Amapá,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,90.61
Amapá,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,56.82
Amapá,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1252.77
Amapá,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,1999.88
Amapá,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1384.93
Amapá,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,480.03
Amapá,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,577.85
Amapá,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,165.68
Amapá,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,109.87
Amapá,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1733.69
Amapá,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3460.45
Amapá,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2058.2
Amapá,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,1078.3
Amapá,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,713.0
Amapá,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,268.63
Amapá,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,201.45
Amapá,2018,Mais de 23.850 Reais,2.1.1 Alimentação,1491.99
Amapá,2018,Mais de 23.850 Reais,2.1.2 Habitação,4485.54
Amapá,2018,Mais de 23.850 Reais,2.1.4 Transporte,2639.82
Amapá,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,585.39
Amapá,2018,Mais de 23.850 Reais,2.1.7 Educação,529.49
Amapá,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,326.33
Amapá,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,250.32
Tocantins,2018,Total,2.1.1 Alimentação,294.0
Tocantins,2018,Total,2.1.2 Habitação,842.98
Tocantins,2018,Total,2.1.4 Transporte,492.32
Tocantins,2018,Total,2.1.6 Assistência à saude,134.27
Tocantins,2018,Total,2.1.7 Educação,68.29
Tocantins,2018,Total,2.1.8 Recreação e cultura,52.48
Tocantins,2018,Total,2.1.10 Serviços pessoais,18.78
Tocantins,2018,Até 1.908 Reais,2.1.1 Alimentação,181.8
Tocantins,2018,Até 1.908 Reais,2.1.2 Habitação,545.33
Tocantins,2018,Até 1.908 Reais,2.1.4 Transporte,213.66
Tocantins,2018,Até 1.908 Reais,2.1.6 Assistência à saude,85.79
Tocantins,2018,Até 1.908 Reais,2.1.7 Educação,18.89
Tocantins,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,42.84
Tocantins,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,10.71
Tocantins,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,295.17
Tocantins,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,733.14
Tocantins,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,408.45
Tocantins,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,147.27
Tocantins,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,37.18
Tocantins,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,45.76
Tocantins,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,18.51
Tocantins,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,351.87
Tocantins,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,1123.58
Tocantins,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,727.63
Tocantins,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,128.13
Tocantins,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,97.31
Tocantins,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,66.49
Tocantins,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,21.34
Tocantins,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,514.12
Tocantins,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1400.78
Tocantins,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,859.58
Tocantins,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,245.5
Tocantins,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,200.93
Tocantins,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,77.21
Tocantins,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,38.14
Tocantins,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,697.99
Tocantins,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,1558.67
Tocantins,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1570.47
Tocantins,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,212.76
Tocantins,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,292.53
Tocantins,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,82.62
Tocantins,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,37.56
Tocantins,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,770.28
Tocantins,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,2207.58
Tocantins,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2291.19
Tocantins,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,568.65
Tocantins,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,431.09
Tocantins,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,61.03
Tocantins,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,63.97
Tocantins,2018,Mais de 23.850 Reais,2.1.1 Alimentação,709.7
Tocantins,2018,Mais de 23.850 Reais,2.1.2 Habitação,3165.85
Tocantins,2018,Mais de 23.850 Reais,2.1.4 Transporte,1279.55
Tocantins,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,366.91
Tocantins,2018,Mais de 23.850 Reais,2.1.7 Educação,415.94
Tocantins,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,100.78
Tocantins,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,89.63
Maranhão,2018,Total,2.1.1 Alimentação,498.6
Maranhão,2018,Total,2.1.2 Habitação,728.65
Maranhão,2018,Total,2.1.4 Transporte,346.88
Maranhão,2018,Total,2.1.6 Assistência à saude,150.73
Maranhão,2018,Total,2.1.7 Educação,83.14
Maranhão,2018,Total,2.1.8 Recreação e cultura,64.16
Maranhão,2018,Total,2.1.10 Serviços pessoais,25.94
Maranhão,2018,Até 1.908 Reais,2.1.1 Alimentação,355.4
Maranhão,2018,Até 1.908 Reais,2.1.2 Habitação,489.81
Maranhão,2018,Até 1.908 Reais,2.1.4 Transporte,147.99
Maranhão,2018,Até 1.908 Reais,2.1.6 Assistência à saude,87.08
Maranhão,2018,Até 1.908 Reais,2.1.7 Educação,28.74
Maranhão,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,33.4
Maranhão,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,13.2
Maranhão,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,500.85
Maranhão,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,654.39
Maranhão,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,256.04
Maranhão,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,149.58
Maranhão,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,66.46
Maranhão,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,39.04
Maranhão,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,22.65
Maranhão,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,649.1
Maranhão,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,965.8
Maranhão,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,447.19
Maranhão,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,196.33
Maranhão,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,115.88
Maranhão,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,101.4
Maranhão,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,37.4
Maranhão,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,806.06
Maranhão,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1459.78
Maranhão,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1267.45
Maranhão,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,318.7
Maranhão,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,257.37
Maranhão,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,156.01
Maranhão,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,67.65
Maranhão,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1057.73
Maranhão,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,1883.85
Maranhão,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1687.06
Maranhão,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,448.44
Maranhão,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,516.51
Maranhão,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,323.09
Maranhão,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,93.72
Maranhão,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1083.9
Maranhão,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,2813.93
Maranhão,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,1606.63
Maranhão,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,784.0
Maranhão,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,662.31
Maranhão,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,284.16
Maranhão,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,68.14
Maranhão,2018,Mais de 23.850 Reais,2.1.1 Alimentação,1356.94
Maranhão,2018,Mais de 23.850 Reais,2.1.2 Habitação,2033.82
Maranhão,2018,Mais de 23.850 Reais,2.1.4 Transporte,3430.71
Maranhão,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,690.61
Maranhão,2018,Mais de 23.850 Reais,2.1.7 Educação,581.14
Maranhão,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,464.41
Maranhão,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,159.33
Piauí,2018,Total,2.1.1 Alimentação,647.17
Piauí,2018,Total,2.1.2 Habitação,717.02
Piauí,2018,Total,2.1.4 Transporte,422.79
Piauí,2018,Total,2.1.6 Assistência à saude,170.87
Piauí,2018,Total,2.1.7 Educação,121.23
Piauí,2018,Total,2.1.8 Recreação e cultura,33.12
Piauí,2018,Total,2.1.10 Serviços pessoais,25.96
Piauí,2018,Até 1.908 Reais,2.1.1 Alimentação,425.72
Piauí,2018,Até 1.908 Reais,2.1.2 Habitação,389.94
Piauí,2018,Até 1.908 Reais,2.1.4 Transporte,137.73
Piauí,2018,Até 1.908 Reais,2.1.6 Assistência à saude,72.33
Piauí,2018,Até 1.908 Reais,2.1.7 Educação,37.04
Piauí,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,11.85
Piauí,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,11.61
Piauí,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,583.43
Piauí,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,590.69
Piauí,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,232.32
Piauí,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,131.48
Piauí,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,64.13
Piauí,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,21.31
Piauí,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,17.59
Piauí,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,760.46
Piauí,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,845.56
Piauí,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,490.0
Piauí,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,205.57
Piauí,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,126.95
Piauí,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,42.0
Piauí,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,33.51
Piauí,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,1165.61
Piauí,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1291.96
Piauí,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1146.47
Piauí,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,365.7
Piauí,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,300.15
Piauí,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,77.44
Piauí,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,63.89
Piauí,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,988.6
Piauí,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,1917.1
Piauí,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1588.03
Piauí,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,570.52
Piauí,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,640.08
Piauí,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,115.06
Piauí,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,72.13
Piauí,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1723.31
Piauí,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,2904.42
Piauí,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2492.59
Piauí,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,754.45
Piauí,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,816.82
Piauí,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,144.07
Piauí,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,101.09
Piauí,2018,Mais de 23.850 Reais,2.1.1 Alimentação,2601.41
Piauí,2018,Mais de 23.850 Reais,2.1.2 Habitação,3302.34
Piauí,2018,Mais de 23.850 Reais,2.1.4 Transporte,3855.32
Piauí,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,887.32
Piauí,2018,Mais de 23.850 Reais,2.1.7 Educação,956.78
Piauí,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,291.02
Piauí,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,122.07
Ceará,2018,Total,2.1.1 Alimentação,526.53
Ceará,2018,Total,2.1.2 Habitação,817.87
Ceará,2018,Total,2.1.4 Transporte,379.13
Ceará,2018,Total,2.1.6 Assistência à saude,175.37
Ceará,2018,Total,2.1.7 Educação,115.13
Ceará,2018,Total,2.1.8 Recreação e cultura,54.28
Ceará,2018,Total,2.1.10 Serviços pessoais,27.11
Ceará,2018,Até 1.908 Reais,2.1.1 Alimentação,339.64
Ceará,2018,Até 1.908 Reais,2.1.2 Habitação,459.99
Ceará,2018,Até 1.908 Reais,2.1.4 Transporte,121.55
Ceará,2018,Até 1.908 Reais,2.1.6 Assistência à saude,76.73
Ceará,2018,Até 1.908 Reais,2.1.7 Educação,32.66
Ceará,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,16.24
Ceará,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,10.06
Ceará,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,449.39
Ceará,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,650.62
Ceará,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,214.65
Ceará,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,134.84
Ceará,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,61.45
Ceará,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,27.27
Ceará,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,18.23
Ceará,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,672.62
Ceará,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,934.61
Ceará,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,410.5
Ceará,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,192.9
Ceará,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,176.25
Ceará,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,61.7
Ceará,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,33.64
Ceará,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,936.21
Ceará,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1566.04
Ceará,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,938.32
Ceará,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,386.6
Ceará,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,278.41
Ceará,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,152.91
Ceará,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,67.5
Ceará,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1011.37
Ceará,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2072.59
Ceará,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1149.84
Ceará,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,542.06
Ceará,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,325.48
Ceará,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,169.83
Ceará,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,74.77
Ceará,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1296.32
Ceará,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,3266.72
Ceará,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,3320.42
Ceará,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,854.81
Ceará,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,796.82
Ceará,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,325.52
Ceará,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,148.98
Ceará,2018,Mais de 23.850 Reais,2.1.1 Alimentação,1588.62
Ceará,2018,Mais de 23.850 Reais,2.1.2 Habitação,4836.69
Ceará,2018,Mais de 23.850 Reais,2.1.4 Transporte,3534.43
Ceará,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1403.93
Ceará,2018,Mais de 23.850 Reais,2.1.7 Educação,616.84
Ceará,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,731.08
Ceará,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,205.42
Rio Grande do Norte,2018,Total,2.1.1 Alimentação,820.21
Rio Grande do Norte,2018,Total,2.1.2 Habitação,944.9
Rio Grande do Norte,2018,Total,2.1.4 Transporte,585.34
Rio Grande do Norte,2018,Total,2.1.6 Assistência à saude,259.2
Rio Grande do Norte,2018,Total,2.1.7 Educação,158.42
Rio Grande do Norte,2018,Total,2.1.8 Recreação e cultura,91.19
Rio Grande do Norte,2018,Total,2.1.10 Serviços pessoais,47.47
Rio Grande do Norte,2018,Até 1.908 Reais,2.1.1 Alimentação,454.58
Rio Grande do Norte,2018,Até 1.908 Reais,2.1.2 Habitação,484.04
Rio Grande do Norte,2018,Até 1.908 Reais,2.1.4 Transporte,149.5
Rio Grande do Norte,2018,Até 1.908 Reais,2.1.6 Assistência à saude,81.44
Rio Grande do Norte,2018,Até 1.908 Reais,2.1.7 Educação,39.43
Rio Grande do Norte,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,20.36
Rio Grande do Norte,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,13.6
Rio Grande do Norte,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,682.87
Rio Grande do Norte,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,682.8
Rio Grande do Norte,2018,Mais de 1.908 a 2.862 Reais,2.1.4 Transporte,282.61
Rio Grande do Norte,2018,Mais de 1.908 a 2.862 Reais,2.1.6 Assistência à saude,153.15
Rio Grande do Norte,2018,Mais de 1.908 a 2.862 Reais,2.1.7 Educação,65.57
Rio Grande do Norte,2018,Mais de 1.908 a 2.862 Reais,2.1.8 Recreação e cultura,38.44
Rio Grande do Norte,2018,Mais de 1.908 a 2.862 Reais,2.1.10 Serviços pessoais,26.34
Rio Grande do Norte,2018,Mais de 2.862 a 5.724 Reais,2.1.1 Alimentação,869.46
Rio Grande do Norte,2018,Mais de 2.862 a 5.724 Reais,2.1.2 Habitação,920.4
Rio Grande do Norte,2018,Mais de 2.862 a 5.724 Reais,2.1.4 Transporte,480.67
Rio Grande do Norte,2018,Mais de 2.862 a 5.724 Reais,2.1.6 Assistência à saude,269.43
Rio Grande do Norte,2018,Mais de 2.862 a 5.724 Reais,2.1.7 Educação,146.91
Rio Grande do Norte,2018,Mais de 2.862 a 5.724 Reais,2.1.8 Recreação e cultura,93.7
Rio Grande do Norte,2018,Mais de 2.862 a 5.724 Reais,2.1.10 Serviços pessoais,48.05
Rio Grande do Norte,2018,Mais de 5.724 a 9.540 Reais,2.1.1 Alimentação,1309.22
Rio Grande do Norte,2018,Mais de 5.724 a 9.540 Reais,2.1.2 Habitação,1666.97
Rio Grande do Norte,2018,Mais de 5.724 a 9.540 Reais,2.1.4 Transporte,1190.2
Rio Grande do Norte,2018,Mais de 5.724 a 9.540 Reais,2.1.6 Assistência à saude,439.97
Rio Grande do Norte,2018,Mais de 5.724 a 9.540 Reais,2.1.7 Educação,336.41
Rio Grande do Norte,2018,Mais de 5.724 a 9.540 Reais,2.1.8 Recreação e cultura,203.81
Rio Grande do Norte,2018,Mais de 5.724 a 9.540 Reais,2.1.10 Serviços pessoais,99.57
Rio Grande do Norte,2018,Mais de 9.540 a 14.310 Reais,2.1.1 Alimentação,1552.24
Rio Grande do Norte,2018,Mais de 9.540 a 14.310 Reais,2.1.2 Habitação,2238.51
Rio Grande do Norte,2018,Mais de 9.540 a 14.310 Reais,2.1.4 Transporte,1740.23
Rio Grande do Norte,2018,Mais de 9.540 a 14.310 Reais,2.1.6 Assistência à saude,649.73
Rio Grande do Norte,2018,Mais de 9.540 a 14.310 Reais,2.1.7 Educação,676.22
Rio Grande do Norte,2018,Mais de 9.540 a 14.310 Reais,2.1.8 Recreação e cultura,337.95
Rio Grande do Norte,2018,Mais de 9.540 a 14.310 Reais,2.1.10 Serviços pessoais,157.9
Rio Grande do Norte,2018,Mais de 14.310 a 23.850 Reais,2.1.1 Alimentação,1642.62
Rio Grande do Norte,2018,Mais de 14.310 a 23.850 Reais,2.1.2 Habitação,2923.0
Rio Grande do Norte,2018,Mais de 14.310 a 23.850 Reais,2.1.4 Transporte,2754.95
Rio Grande do Norte,2018,Mais de 14.310 a 23.850 Reais,2.1.6 Assistência à saude,1503.22
Rio Grande do Norte,2018,Mais de 14.310 a 23.850 Reais,2.1.7 Educação,953.09
Rio Grande do Norte,2018,Mais de 14.310 a 23.850 Reais,2.1.8 Recreação e cultura,372.93
Rio Grande do Norte,2018,Mais de 14.310 a 23.850 Reais,2.1.10 Serviços pessoais,148.49
Rio Grande do Norte,2018,Mais de 23.850 Reais,2.1.1 Alimentação,3922.65
Rio Grande do Norte,2018,Mais de 23.850 Reais,2.1.2 Habitação,4808.15
Rio Grande do Norte,2018,Mais de 23.850 Reais,2.1.4 Transporte,7160.8
Rio Grande do Norte,2018,Mais de 23.850 Reais,2.1.6 Assistência à saude,1564.67
Rio Grande do Norte,2018,Mais de 23.850 Reais,2.1.7 Educação,795.41
Rio Grande do Norte,2018,Mais de 23.850 Reais,2.1.8 Recreação e cultura,676.44
Rio Grande do Norte,2018,Mais de 23.850 Reais,2.1.10 Serviços pessoais,362.3
Paraíba,2018,Total,2.1.1 Alimentação,496.1
Paraíba,2018,Total,2.1.2 Habitação,798.84
Paraíba,2018,Total,2.1.4 Transporte,348.21
Paraíba,2018,Total,2.1.6 Assistência à saude,180.42
Paraíba,2018,Total,2.1.7 Educação,105.97
Paraíba,2018,Total,2.1.8 Recreação e cultura,75.39
Paraíba,2018,Total,2.1.10 Serviços pessoais,32.5
Paraíba,2018,Até 1.908 Reais,2.1.1 Alimentação,320.58
Paraíba,2018,Até 1.908 Reais,2.1.2 Habitação,453.94
Paraíba,2018,Até 1.908 Reais,2.1.4 Transporte,115.08
Paraíba,2018,Até 1.908 Reais,2.1.6 Assistência à saude,67.91
Paraíba,2018,Até 1.908 Reais,2.1.7 Educação,34.04
Paraíba,2018,Até 1.908 Reais,2.1.8 Recreação e cultura,27.02
Paraíba,2018,Até 1.908 Reais,2.1.10 Serviços pessoais,13.37
Paraíba,2018,Mais de 1.908 a 2.862 Reais,2.1.1 Alimentação,466.4
Paraíba,2018,Mais de 1.908 a 2.862 Reais,2.1.2 Habitação,612.51
