renda_mensal,nivel_endividamento,frequencia_poupanca,comprometimento_gastos,Alimentacao,Moradia,Transporte,Saude,Educacao,Lazer,Servicos,perfil_financeiro
4621.1,28.5,Baixa,66.8,538.99,1319.13,556.91,367.28,151.19,99.2,54.96,Saudavel
5015.16,41.7,Media,36.8,359.53,708.69,423.82,185.74,93.1,48.44,24.11,Em observacao
2281.86,53.1,Baixa,40.4,193.0,376.45,184.2,75.43,55.36,21.82,15.12,Em risco
3131.08,43.4,Alta,67.0,407.12,878.65,429.54,186.61,112.84,57.52,25.5,Em observacao
2008.03,56.9,Baixa,59.0,246.29,506.18,231.07,99.95,52.04,32.05,17.43,Em risco
3355.23,31.8,Baixa,49.5,317.7,691.97,334.99,161.2,86.93,46.82,19.85,Em observacao
3736.83,17.8,Baixa,47.3,378.65,739.14,361.41,142.48,72.11,54.27,21.02,Saudavel
4613.5,67.6,Baixa,48.7,479.81,810.25,500.4,243.57,101.72,76.16,32.88,Em risco
2970.83,24.3,Alta,47.2,253.96,607.44,290.12,117.69,78.63,31.92,22.12,Saudavel
3285.83,26.4,Media,14.4,101.68,186.94,99.75,41.43,22.42,13.43,8.33,Saudavel
4852.45,55.5,Baixa,59.1,613.63,1089.79,601.37,309.22,136.5,69.42,46.03,Em risco
1944.27,7.6,Baixa,55.4,196.69,482.86,198.41,83.38,63.2,34.85,17.16,Saudavel
4398.4,47.1,Media,82.0,692.58,1515.23,746.82,309.12,191.64,101.78,48.88,Em observacao
3708.47,16.9,Baixa,67.4,398.61,1143.02,550.7,202.88,119.96,57.08,28.39,Saudavel
3621.16,14.0,Media,35.8,259.8,551.1,239.33,122.76,69.7,36.65,18.52,Saudavel
4085.36,26.5,Baixa,50.2,464.83,850.42,361.58,179.34,92.65,68.22,32.87,Saudavel
4049.9,18.6,Baixa,47.3,393.92,665.41,485.13,199.8,91.13,54.13,25.22,Saudavel
3486.06,9.2,Media,68.8,436.28,1122.24,398.83,209.99,137.39,55.86,37.02,Saudavel
8439.16,25.1,Baixa,30.0,557.35,1090.82,448.84,207.68,111.63,82.57,35.32,Saudavel
5240.45,16.9,Alta,55.0,576.58,1196.54,622.59,220.01,136.68,86.97,42.59,Saudavel
4571.31,46.8,Baixa,53.4,475.57,1023.75,510.18,207.71,112.65,78.51,34.36,Em observacao
1412.0,57.2,Baixa,63.3,184.05,371.82,173.96,88.12,42.98,22.22,10.8,Em risco
3154.09,29.3,Alta,40.3,235.61,529.81,236.96,131.57,82.21,35.93,19.56,Saudavel
1412.0,34.3,Baixa,66.1,204.29,395.64,169.22,78.01,42.85,29.73,13.61,Em observacao
3301.0,22.5,Media,77.5,532.01,1094.05,500.43,208.42,122.7,65.85,35.45,Em observacao
2853.97,63.0,Alta,59.5,259.63,782.57,356.6,141.57,88.58,45.36,23.24,Em risco
5044.92,17.5,Baixa,52.5,542.67,1118.33,450.63,247.8,166.46,89.51,30.74,Saudavel
3123.34,11.9,Baixa,93.1,656.65,1122.38,572.73,253.03,150.56,104.67,48.94,Em risco
3722.73,11.9,Alta,19.2,146.78,315.9,132.22,64.76,29.05,19.55,7.98,Saudavel
2731.39,31.0,Alta,60.9,344.25,604.98,374.89,163.94,91.88,58.53,25.46,Em observacao
2271.44,24.0,Baixa,81.0,388.01,689.88,400.74,150.14,112.47,64.08,34.35,Em observacao
4828.72,41.4,Media,54.5,515.26,1096.51,573.87,194.21,152.83,58.39,42.71,Em observacao
1821.02,24.6,Baixa,26.6,105.76,189.2,102.93,45.01,22.88,12.12,6.39,Saudavel
3614.53,21.3,Baixa,48.6,343.11,769.42,356.77,140.77,72.09,51.5,22.8,Saudavel
7830.66,33.1,Alta,19.8,316.03,702.46,240.33,143.5,85.88,37.56,21.36,Em observacao
2984.39,33.2,Alta,40.4,262.85,408.84,295.82,114.35,68.3,38.03,18.46,Em observacao
5823.48,22.5,Baixa,63.5,745.61,1725.38,591.98,307.85,165.0,106.15,57.19,Saudavel
4284.55,21.5,Media,75.9,670.71,1411.57,616.25,299.19,132.56,74.1,49.19,Em observacao
1581.95,25.0,Media,65.2,232.96,399.94,200.9,99.11,56.77,27.81,14.23,Saudavel
2861.8,13.9,Media,41.4,271.53,412.32,251.25,125.93,68.91,35.5,19.16,Saudavel
6067.57,21.4,Media,46.3,510.18,1153.24,620.67,240.39,169.67,71.31,43.5,Saudavel
3330.86,54.2,Baixa,116.9,795.96,1767.18,603.98,338.43,203.54,124.12,61.76,Em risco
8169.14,16.3,Media,71.7,1251.18,2342.86,1298.54,453.5,265.96,145.66,98.29,Em observacao
6363.32,41.4,Baixa,63.3,772.97,1723.69,809.03,347.59,188.89,124.97,63.85,Em observacao
2871.38,48.0,Baixa,64.8,351.74,670.61,474.32,170.8,103.05,57.18,33.61,Em observacao
2587.14,41.3,Baixa,72.5,339.98,846.08,357.52,160.15,89.58,56.62,24.85,Em observacao
1628.65,41.2,Media,35.0,93.27,269.66,100.82,57.28,25.47,15.91,6.98,Em observacao
5630.7,53.8,Alta,95.0,1070.8,2276.41,1094.92,389.02,289.12,150.3,76.55,Em risco
2809.3,30.0,Alta,9.4,62.94,96.79,55.32,24.16,13.89,7.47,3.61,Saudavel
3226.84,46.2,Baixa,61.7,464.18,767.76,369.58,186.49,115.66,56.03,30.3,Em observacao
2715.21,57.8,Media,35.1,189.85,402.48,173.45,102.76,45.33,26.85,12.12,Em risco
2795.48,3.8,Baixa,63.2,347.68,636.28,439.56,147.9,116.13,53.78,25.64,Saudavel
5896.29,31.3,Baixa,53.1,622.35,1265.77,637.76,287.62,164.74,107.54,43.21,Em observacao
4101.38,67.0,Baixa,42.7,345.07,687.99,384.22,167.08,95.52,48.8,22.76,Em risco
3516.16,31.2,Media,71.3,410.29,1099.31,484.8,253.74,152.54,68.99,37.2,Em observacao
2074.63,32.9,Alta,70.0,296.31,624.62,295.74,102.38,77.06,34.1,22.1,Em observacao
1949.95,33.7,Alta,78.1,278.06,565.38,379.49,144.4,74.17,53.25,27.73,Em observacao
5046.94,9.7,Media,75.2,743.66,1357.92,927.55,356.83,213.15,130.92,66.06,Em observacao
4156.74,24.0,Alta,15.1,111.7,265.8,131.97,58.32,32.68,18.77,7.92,Saudavel
1860.63,22.3,Baixa,42.6,174.88,293.18,177.17,70.16,44.76,21.37,10.63,Saudavel
3270.6,38.4,Alta,61.9,352.54,898.29,396.6,191.98,92.77,56.92,34.67,Em observacao
4149.01,5.2,Baixa,83.1,737.5,1504.09,570.98,281.63,187.96,110.71,55.35,Em observacao
1603.8,11.9,Baixa,70.1,220.32,431.09,257.78,87.29,70.27,38.19,19.37,Em observacao
2503.07,23.2,Alta,20.6,107.33,217.95,99.19,46.57,21.76,16.41,7.31,Saudavel
5555.22,21.6,Media,46.2,512.88,956.55,644.35,213.47,122.86,81.7,34.77,Saudavel
3203.39,23.3,Alta,30.6,151.56,469.7,204.44,74.49,41.19,27.97,12.43,Saudavel
1901.1,20.7,Media,60.1,177.99,517.05,227.71,115.8,49.01,37.4,16.68,Saudavel
4365.14,62.2,Baixa,64.8,463.25,1233.2,609.79,259.11,139.01,83.55,41.92,Em risco
4549.64,36.8,Alta,48.0,400.72,815.9,499.15,244.9,131.51,59.83,32.0,Em observacao
5381.85,38.6,Media,73.4,851.65,1547.66,835.31,370.12,178.77,124.15,42.76,Em observacao
5920.33,7.3,Alta,58.5,675.49,1362.09,733.3,358.97,170.46,114.39,51.59,Saudavel
5799.62,36.9,Media,73.1,713.61,1870.88,884.15,346.68,225.32,130.54,68.39,Em observacao
3004.41,34.3,Baixa,47.9,285.38,607.42,312.85,109.08,66.96,38.95,19.0,Em observacao
5401.84,32.1,Media,63.7,617.62,1393.82,727.04,369.74,162.07,113.86,58.71,Em observacao
5889.21,31.0,Media,58.4,731.32,1304.6,745.32,357.65,143.37,112.06,43.73,Em observacao
5718.05,12.5,Baixa,43.5,455.39,1074.82,483.8,241.85,137.16,55.28,36.33,Saudavel
1478.01,40.2,Media,55.7,136.96,382.54,160.86,74.86,37.25,20.78,10.55,Em observacao
2125.25,11.9,Media,58.3,246.56,537.14,231.21,106.35,57.25,41.87,17.72,Saudavel
2931.23,24.7,Baixa,75.7,414.72,1007.89,378.18,205.06,110.71,69.89,33.53,Em observacao
6749.41,43.6,Baixa,22.6,353.86,554.4,338.93,127.99,77.38,52.87,20.34,Em observacao
3248.8,57.6,Baixa,66.5,464.5,955.87,378.58,171.3,113.98,48.51,26.55,Em risco
3759.03,35.2,Baixa,38.8,243.7,611.98,307.52,155.0,86.25,35.94,19.28,Em observacao
8260.23,18.6,Media,72.7,1338.26,2176.84,1335.44,620.9,272.03,160.99,102.87,Em observacao
5624.39,11.5,Media,30.6,335.53,729.23,372.31,124.07,94.47,41.32,22.46,Saudavel
2063.87,18.1,Media,66.5,278.91,614.87,217.64,136.47,64.89,43.32,15.54,Saudavel
3680.53,30.2,Baixa,12.7,87.13,180.14,102.0,51.68,30.11,11.63,5.94,Em observacao
2127.91,8.7,Media,20.3,77.4,187.4,96.61,35.63,18.41,11.1,5.22,Saudavel
1747.47,19.2,Media,35.1,113.99,219.96,155.68,64.41,29.42,20.45,10.12,Saudavel
1412.0,18.6,Media,30.0,85.18,174.15,84.39,40.03,21.02,11.74,6.43,Saudavel
3790.31,31.3,Media,55.2,402.82,848.29,410.04,221.47,104.1,69.02,35.42,Em observacao
1412.0,36.6,Baixa,74.3,188.15,423.88,206.23,106.87,69.59,34.64,19.06,Em observacao
4550.88,30.9,Media,45.1,331.14,962.97,388.95,152.02,123.34,60.62,32.64,Em observacao
3337.83,52.0,Baixa,29.9,188.63,382.07,222.66,98.62,61.72,31.47,13.78,Em risco
5038.36,20.2,Baixa,95.4,1031.69,1923.21,1031.19,361.58,256.31,142.49,62.02,Em risco
6979.81,8.9,Alta,36.9,535.71,1026.22,543.72,247.48,112.58,77.74,30.23,Saudavel
6432.63,7.7,Media,73.1,901.81,1812.04,1095.79,453.85,233.53,137.17,68.56,Em observacao
3390.45,8.2,Baixa,64.4,423.69,909.06,452.03,203.34,114.85,49.68,32.28,Saudavel
5531.38,37.8,Media,84.2,962.55,2063.66,779.71,432.77,217.65,143.3,58.72,Em observacao
1801.28,52.5,Alta,62.2,256.71,404.44,250.82,93.38,66.9,35.21,13.23,Em risco
1412.0,6.9,Alta,40.6,125.99,217.83,120.62,55.68,33.17,12.96,7.28,Saudavel
2287.35,2.2,Media,58.0,201.42,586.49,295.84,117.1,74.92,30.35,20.11,Saudavel
2849.69,27.2,Baixa,71.4,447.01,861.04,357.47,167.51,118.69,54.48,29.23,Em observacao
1653.43,65.0,Baixa,52.1,157.52,331.96,209.13,81.25,50.84,20.43,10.62,Em risco
4022.83,34.3,Baixa,10.9,82.41,180.4,97.6,40.88,19.27,12.56,6.47,Em observacao
4757.07,42.5,Baixa,66.9,747.09,1178.76,731.03,243.6,149.11,90.99,40.72,Em observacao
2140.8,45.4,Media,37.4,134.85,309.33,194.57,71.76,50.47,28.13,12.0,Em observacao
5086.81,12.4,Baixa,41.3,437.14,942.75,361.86,172.29,97.71,57.33,33.61,Saudavel
5157.67,49.9,Baixa,42.9,441.19,794.71,519.83,234.16,125.7,55.88,39.02,Em observacao
4815.76,36.4,Baixa,15.4,162.98,319.33,128.75,66.0,39.9,17.39,9.68,Em observacao
3439.98,39.1,Baixa,30.6,241.53,397.41,203.41,107.29,50.51,38.64,14.51,Em observacao
1939.79,50.2,Media,93.3,344.74,767.93,357.99,159.58,98.93,57.28,23.31,Em risco
2127.74,19.6,Media,47.4,165.57,422.84,245.71,83.71,44.44,29.15,16.36,Saudavel
1412.0,2.0,Baixa,41.9,113.74,253.4,123.45,53.48,26.95,13.28,7.0,Saudavel
9197.74,23.6,Baixa,59.3,1090.68,2082.54,1200.81,474.89,306.4,189.95,105.62,Saudavel
2503.12,53.3,Baixa,58.9,338.32,551.94,288.41,134.14,90.05,48.91,22.16,Em risco
2520.48,40.8,Baixa,69.5,353.1,730.93,340.35,140.69,110.42,47.65,29.09,Em observacao
4021.02,33.4,Alta,64.5,556.83,954.6,568.5,256.1,151.7,67.87,39.73,Em observacao
1854.79,53.5,Baixa,47.2,145.22,382.87,205.63,64.82,38.53,25.09,14.11,Em risco
2646.96,25.5,Baixa,77.8,442.89,738.59,462.06,192.82,132.8,56.73,34.11,Em observacao
2096.32,10.7,Media,44.9,197.44,370.43,197.09,83.18,53.78,27.74,11.29,Saudavel
2316.89,6.7,Baixa,39.5,172.04,349.89,215.06,80.71,53.62,27.85,16.64,Saudavel
3073.01,41.8,Media,39.3,216.57,536.94,237.74,115.3,50.27,31.38,18.56,Em observacao
7660.69,16.1,Baixa,60.0,1127.88,1673.21,962.99,379.02,277.37,117.2,62.57,Saudavel
2062.84,46.6,Baixa,73.1,286.53,582.76,303.62,169.35,92.91,49.88,22.3,Em observacao
3706.34,29.8,Media,55.9,458.41,786.69,459.73,160.98,106.63,64.59,33.49,Saudavel
1889.94,61.0,Baixa,53.7,171.89,459.96,204.08,82.44,59.03,23.29,13.52,Em risco
2502.3,18.1,Baixa,74.8,389.19,730.57,412.21,168.44,87.17,59.84,23.92,Em observacao
6147.06,39.3,Baixa,93.9,1157.5,2218.61,1295.38,572.99,271.88,174.07,79.25,Em risco
2065.74,16.5,Media,41.4,171.07,338.9,173.48,85.86,45.76,27.13,13.05,Saudavel
3990.69,20.8,Baixa,52.1,427.72,805.86,399.06,229.2,103.14,83.62,30.79,Saudavel
6207.65,12.7,Media,42.3,542.86,1015.52,574.98,255.07,148.48,57.85,29.81,Saudavel
3475.27,23.6,Baixa,68.0,534.93,914.09,476.51,212.77,127.69,60.83,34.75,Saudavel
4125.1,35.1,Baixa,30.6,273.14,463.8,249.72,137.85,80.19,38.85,20.58,Em observacao
13285.27,20.5,Alta,38.0,1221.67,1812.86,1102.32,408.48,247.98,178.96,77.78,Saudavel
7717.3,17.7,Alta,58.7,881.93,1941.49,916.76,408.75,214.48,114.77,55.37,Saudavel
2542.27,23.0,Baixa,34.7,188.52,399.19,158.05,63.75,40.01,21.87,10.36,Saudavel
2179.92,51.7,Alta,22.4,97.61,192.0,114.48,40.99,21.45,13.81,7.94,Em risco
3327.46,21.5,Baixa,66.2,386.39,938.54,447.25,207.56,123.33,70.0,29.39,Saudavel
3692.45,37.6,Media,49.8,424.98,662.08,348.59,208.95,109.99,57.28,26.73,Em observacao
3002.35,24.5,Media,46.8,239.82,579.57,320.68,121.51,81.61,45.79,16.52,Saudavel
3114.21,29.9,Baixa,39.8,287.98,453.1,292.29,93.9,57.93,31.68,21.44,Saudavel
3872.06,22.7,Alta,21.4,156.4,380.31,151.77,69.49,36.87,20.6,12.51,Saudavel
1457.39,30.5,Baixa,82.0,232.63,541.2,215.24,107.23,53.41,28.87,16.56,Em observacao
3140.18,34.2,Media,60.5,384.15,668.98,471.65,192.71,99.21,58.35,23.49,Em observacao
4706.35,22.9,Baixa,12.9,105.14,266.92,136.81,46.87,28.47,16.42,8.82,Saudavel
1412.0,26.1,Media,50.8,148.61,258.32,167.03,73.83,34.41,21.99,13.14,Saudavel
2912.21,6.8,Baixa,62.3,304.85,723.21,407.16,182.48,116.38,52.74,28.57,Saudavel
1774.28,23.1,Alta,51.5,200.14,369.36,178.18,77.37,51.52,23.25,14.2,Saudavel
2529.77,26.0,Media,50.0,251.54,511.23,284.08,99.53,61.64,39.65,18.12,Saudavel
2634.11,24.4,Media,56.4,283.94,536.22,348.64,145.56,94.43,50.09,28.04,Saudavel
1412.0,23.1,Alta,54.8,178.93,324.89,143.93,60.98,36.3,17.9,10.91,Saudavel
3364.15,21.7,Media,29.1,179.14,417.69,203.25,95.4,42.28,30.03,12.2,Saudavel
3028.15,32.6,Media,27.7,156.94,346.89,188.63,78.6,36.51,20.7,9.52,Em observacao
1858.83,37.4,Baixa,66.0,212.05,505.44,254.26,135.86,63.4,35.54,20.99,Em observacao
4617.06,40.7,Media,73.7,675.53,1428.98,681.13,291.94,172.84,89.39,63.19,Em observacao
3434.7,46.1,Baixa,48.9,305.78,722.95,318.31,153.54,90.44,65.46,24.67,Em observacao
4716.34,8.2,Baixa,49.1,427.54,1001.89,448.63,225.11,109.52,72.41,31.78,Saudavel
9645.99,4.6,Baixa,47.2,1021.96,1915.2,870.01,340.11,232.15,108.64,61.56,Saudavel
7089.55,20.9,Media,71.9,1096.45,2016.66,1029.15,441.9,289.09,142.32,83.96,Em observacao
1843.2,35.7,Media,28.3,113.53,188.77,125.41,44.31,25.29,16.17,8.53,Em observacao
6401.56,13.7,Media,65.7,1010.49,1725.06,724.04,383.01,185.16,113.67,64.71,Saudavel
5572.46,7.9,Alta,50.6,640.15,1099.46,537.25,239.4,169.74,93.62,38.89,Saudavel
1893.06,23.1,Media,73.4,280.44,544.84,305.16,117.04,73.65,42.26,25.66,Em observacao
2787.22,71.9,Media,74.6,410.64,858.77,434.42,171.57,120.01,49.53,33.35,Em risco
2105.3,14.1,Media,43.1,175.88,352.22,187.91,91.15,54.01,28.7,16.79,Saudavel
3986.47,30.9,Media,49.7,373.43,798.66,420.28,202.14,113.83,45.88,25.57,Em observacao
2218.9,33.2,Media,59.0,215.36,534.12,318.05,123.24,66.74,35.08,17.63,Em observacao
2823.41,14.9,Baixa,20.8,100.05,257.42,135.06,47.38,23.92,13.08,8.95,Saudavel
6636.87,31.7,Media,84.2,1106.58,2415.29,998.46,538.97,289.84,169.29,73.06,Em observacao
1583.35,38.4,Media,56.7,148.41,419.14,175.34,70.39,47.51,22.27,13.94,Em observacao
5534.98,21.1,Baixa,36.6,398.1,800.12,456.0,181.79,104.08,54.49,30.02,Saudavel
1412.0,6.5,Baixa,83.8,246.49,526.63,212.04,101.3,55.21,28.65,12.94,Em observacao
6182.24,16.9,Baixa,56.5,800.6,1362.52,653.73,315.14,184.32,121.25,55.77,Saudavel
4946.47,25.6,Baixa,47.3,400.71,1085.89,419.43,184.63,129.61,84.47,34.99,Saudavel
1844.31,2.0,Media,20.0,67.99,152.16,81.52,29.72,18.08,13.55,5.9,Saudavel
2561.47,33.0,Media,79.3,340.76,931.05,360.12,175.21,128.12,59.67,35.72,Em observacao
4865.77,34.8,Baixa,42.7,464.38,764.88,496.65,165.28,91.73,59.11,37.13,Em observacao
2210.89,9.9,Media,51.6,232.13,484.41,217.79,112.65,50.63,27.44,16.16,Saudavel
1412.0,18.4,Media,59.4,132.84,366.05,188.39,68.49,43.63,28.75,11.25,Saudavel
6291.06,21.6,Media,74.4,973.17,2014.4,826.8,448.24,240.36,109.33,69.45,Em observacao
1590.38,16.2,Media,69.7,215.11,505.36,210.03,84.69,47.83,29.08,16.6,Saudavel
6207.79,39.4,Media,39.6,506.09,861.67,595.01,210.5,156.97,85.42,40.23,Em observacao
5718.82,30.6,Media,56.7,643.83,1345.31,629.11,289.19,179.47,109.38,48.88,Em observacao
3801.73,2.7,Baixa,60.5,485.44,946.83,453.42,212.29,110.73,52.2,37.33,Saudavel
2858.11,63.1,Alta,48.9,307.7,590.93,263.49,123.67,58.0,38.6,15.78,Em risco
3878.8,38.9,Baixa,59.1,467.3,813.61,529.14,241.15,132.73,77.03,30.45,Em observacao
5152.9,17.6,Media,43.5,409.12,866.41,466.13,256.54,139.19,63.96,41.09,Saudavel
1684.73,8.3,Baixa,69.7,223.53,510.89,215.38,110.23,60.81,38.26,15.56,Saudavel
1412.0,34.7,Baixa,18.2,46.67,104.89,57.7,21.66,15.31,7.28,3.06,Em observacao
4546.7,45.9,Baixa,78.5,761.74,1402.25,720.46,336.58,171.04,116.96,59.58,Em observacao
2594.99,30.4,Media,34.6,203.12,328.43,196.38,83.48,44.65,28.93,13.66,Em observacao
1412.0,59.5,Media,25.2,59.16,149.64,80.13,31.27,20.12,10.27,5.08,Em risco
3461.39,27.4,Baixa,58.7,419.52,837.7,366.23,182.29,122.62,69.55,32.84,Saudavel
2278.47,33.6,Baixa,69.3,319.13,682.02,282.24,137.07,85.83,47.06,25.16,Em observacao
5842.33,50.2,Media,64.7,708.22,1408.94,942.24,322.71,190.13,141.83,65.33,Em risco
7861.07,53.8,Media,41.1,746.35,1206.66,603.99,352.01,152.67,106.54,59.22,Em risco
4194.78,20.4,Media,25.5,172.43,482.35,197.12,112.22,56.29,31.63,17.38,Saudavel
3954.6,25.0,Alta,59.5,548.5,906.46,483.1,189.55,117.43,73.39,32.61,Saudavel
4939.37,26.3,Alta,25.5,269.17,469.42,282.81,113.47,72.73,32.44,18.05,Saudavel
2443.9,35.4,Alta,69.1,362.84,653.84,314.89,183.18,101.24,45.03,26.86,Em observacao
4526.32,11.3,Baixa,92.7,754.64,1852.81,859.56,343.55,209.07,115.21,59.36,Em risco
2056.19,14.0,Baixa,41.7,154.94,360.82,189.3,66.81,50.29,25.1,10.63,Saudavel
5786.33,34.4,Media,82.2,1010.78,1704.02,1067.89,482.45,247.43,164.36,82.04,Em observacao
2077.92,56.8,Baixa,52.8,195.43,427.84,255.7,116.78,51.28,36.23,14.42,Em risco
3480.46,24.2,Baixa,71.4,405.82,1134.14,497.02,225.58,108.02,77.15,35.93,Em observacao
2288.04,28.8,Media,33.4,152.66,284.49,157.38,83.25,46.48,26.37,12.7,Saudavel
2166.3,49.3,Media,76.1,328.95,742.88,278.95,137.78,86.73,51.28,21.37,Em observacao
3008.77,10.6,Media,76.1,420.47,976.09,530.42,162.31,93.91,70.84,34.17,Em observacao
2305.45,48.9,Baixa,56.9,251.47,584.59,231.83,120.5,74.23,31.29,16.9,Em observacao
6023.14,30.9,Alta,64.1,726.56,1482.62,897.47,328.03,221.51,146.87,57.38,Em observacao
2571.61,8.1,Alta,95.8,529.04,1064.74,413.31,228.82,121.76,73.18,33.56,Em observacao
1631.19,41.1,Alta,53.7,166.73,357.28,176.66,91.93,47.99,22.59,12.68,Em observacao
5148.37,34.8,Baixa,38.7,321.52,918.4,377.49,208.5,89.63,46.86,28.55,Em observacao
1412.0,27.2,Baixa,54.4,132.93,313.92,178.18,80.19,33.26,19.2,10.21,Saudavel
1412.0,3.6,Baixa,34.1,94.65,191.24,94.19,50.39,28.7,13.34,9.26,Saudavel
3678.57,15.2,Alta,66.5,476.37,993.27,503.2,241.26,123.11,81.54,29.17,Saudavel
3359.76,74.8,Baixa,101.0,694.5,1434.32,605.52,344.67,190.3,82.67,40.54,Em risco
2949.13,40.3,Alta,62.8,359.94,695.6,436.99,155.03,112.19,60.98,32.68,Em observacao
1469.44,36.9,Media,40.1,118.5,247.35,117.94,55.69,28.35,13.45,8.19,Em observacao
7952.14,29.3,Alta,48.1,774.05,1502.49,801.87,345.84,245.14,93.45,62.03,Saudavel
3235.35,43.7,Baixa,117.3,861.66,1610.65,685.08,298.17,164.63,116.77,57.55,Em risco
8053.05,18.8,Alta,20.3,323.54,618.45,382.02,168.81,79.76,42.84,20.81,Saudavel
4650.41,22.3,Baixa,68.8,549.79,1415.77,611.98,344.53,154.49,73.86,46.74,Saudavel
3897.8,33.3,Media,75.9,658.89,1137.44,579.08,276.74,161.29,100.18,43.16,Em observacao
7499.12,24.8,Media,47.7,712.44,1538.93,679.75,324.0,164.95,105.7,51.49,Saudavel
7335.94,18.6,Alta,58.4,789.83,1662.37,991.72,435.99,230.81,110.54,60.79,Saudavel
2355.43,9.3,Baixa,28.2,133.43,235.67,169.62,63.16,29.64,20.38,11.62,Saudavel
5637.01,28.2,Media,71.0,745.73,1536.34,970.55,394.58,174.87,112.59,69.04,Em observacao
3487.24,35.8,Media,30.2,244.67,382.99,223.24,105.07,48.77,31.99,16.52,Em observacao
2180.41,10.8,Alta,64.5,257.51,593.1,261.87,134.11,98.01,37.9,23.29,Saudavel
4206.52,23.7,Baixa,57.1,511.42,1043.02,416.39,223.91,106.91,65.96,35.63,Saudavel
3951.95,11.9,Media,59.1,560.64,882.4,480.74,192.04,130.93,57.83,29.36,Saudavel
3842.71,34.2,Alta,50.0,449.28,773.65,328.42,206.75,81.24,56.08,25.64,Em observacao
7397.64,64.0,Media,42.7,537.34,1397.95,666.65,312.13,137.14,71.76,37.03,Em risco
1555.39,42.4,Alta,42.8,129.27,258.49,142.96,70.84,36.08,20.63,7.99,Em observacao
1976.65,7.2,Media,37.0,148.21,300.68,145.18,58.67,47.2,18.81,13.28,Saudavel
2094.92,11.4,Baixa,59.4,214.63,543.62,258.96,100.98,69.84,39.22,17.2,Saudavel
9224.26,55.7,Alta,56.3,1153.8,1978.77,1057.52,474.91,287.53,137.64,98.78,Em risco
3352.93,54.1,Media,58.6,429.89,878.53,320.24,150.95,105.91,53.32,25.24,Em risco
5283.09,22.8,Baixa,102.0,1013.44,2370.98,1112.22,452.06,227.61,137.94,76.53,Em risco
3820.75,17.8,Baixa,53.2,368.85,870.93,413.32,188.03,104.09,52.52,34.38,Saudavel
2380.73,53.9,Baixa,36.7,180.3,335.45,173.57,93.85,53.61,25.86,11.62,Em risco
5066.01,41.2,Baixa,92.8,956.87,2011.89,903.32,408.43,220.96,130.08,68.15,Em risco
1592.34,63.0,Alta,30.5,97.25,182.91,102.15,52.75,27.65,16.52,6.33,Em risco
2393.35,22.5,Alta,55.5,319.35,460.56,297.6,124.4,68.58,42.05,16.58,Saudavel
2178.48,51.9,Alta,74.8,378.65,653.45,305.7,124.83,85.74,55.8,24.49,Em risco
3296.89,13.8,Alta,72.1,399.78,1032.37,506.39,247.45,100.77,60.32,30.87,Em observacao
2723.31,32.4,Alta,71.6,411.39,715.23,456.53,184.79,97.22,59.11,26.74,Em observacao
3311.37,38.1,Baixa,30.6,165.73,407.28,219.2,107.04,64.54,33.2,14.73,Em observacao
2104.93,32.8,Media,69.4,292.45,623.53,266.0,128.96,84.84,47.52,17.95,Em observacao
1412.0,47.6,Baixa,65.1,183.52,380.55,195.96,74.92,49.57,21.61,13.43,Em observacao
4253.75,60.1,Baixa,63.9,482.47,1026.6,636.42,294.42,144.19,84.68,50.58,Em risco
1641.18,21.7,Alta,88.3,307.39,580.22,320.59,115.22,62.87,39.34,24.11,Em observacao
3005.57,58.8,Baixa,44.2,241.55,540.9,282.99,134.42,68.61,37.52,23.62,Em risco
1772.49,23.7,Alta,73.8,217.39,576.69,276.89,111.62,64.02,39.98,21.18,Em observacao
4310.56,32.2,Media,44.7,349.25,819.97,377.5,201.25,92.87,59.24,24.64,Em observacao
1412.0,61.1,Baixa,69.6,191.07,422.17,176.31,86.02,62.13,31.9,13.63,Em risco
4648.26,44.6,Media,25.0,266.2,426.32,259.89,90.95,64.06,38.5,16.64,Em observacao
10310.36,32.9,Alta,26.0,507.09,1127.17,517.91,274.98,131.64,77.44,42.91,Em observacao
3741.21,73.8,Baixa,52.6,317.37,893.02,356.83,209.65,103.1,55.55,31.88,Em risco
2292.26,24.6,Alta,72.4,313.4,664.35,383.59,140.84,82.49,46.71,27.41,Em observacao
2640.21,24.9,Baixa,54.4,278.8,556.43,305.04,146.55,76.2,49.04,24.19,Saudavel
2020.96,58.4,Media,96.5,292.57,889.08,411.55,187.37,102.3,45.45,21.32,Em risco
1423.6,15.5,Baixa,52.7,152.58,337.7,128.26,60.47,36.77,24.48,9.87,Saudavel
9455.46,64.2,Alta,100.0,1523.88,4176.14,2070.12,801.64,438.47,315.33,132.53,Em risco
3545.38,21.9,Baixa,31.6,194.39,492.72,213.2,107.12,62.28,34.6,17.18,Saudavel
4040.57,28.3,Baixa,9.5,87.88,152.03,73.0,33.0,19.59,12.1,5.81,Saudavel
1859.25,21.4,Baixa,70.9,195.53,610.53,277.52,120.01,62.56,36.39,16.2,Em observacao
4958.67,29.0,Baixa,68.0,554.53,1419.49,755.0,338.46,151.69,97.67,55.79,Saudavel
4083.86,33.3,Alta,49.6,337.1,907.66,368.35,216.97,108.16,57.9,28.93,Em observacao
2951.48,10.2,Baixa,56.7,345.76,621.81,377.7,160.01,92.34,46.19,28.53,Saudavel
